Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
654,15456498,hmk,"2026-04-10 14:10:33",0.67,16,hokming
655,15473800,"Talaksh Rabari","2026-03-27 22:34:27",0.67,1,talakshrabari
656,15445776,newduck,"2026-03-29 06:37:52",0.67,7,newduck
657,15417064,ImperfectKitto,"2026-04-10 08:47:01",0.67,12,defdet
658,15451350,"Tout est bon dans le Nemotron","2026-03-29 17:49:38",0.67,7,ylamidon
659,15439955,"Ryan Sun","2026-03-31 10:07:24",0.67,4,ryansun
660,15494100,"Nguyễn Công Tuấn","2026-04-11 15:10:57",0.67,3,nctuan
661,15452724,"Simon Nguyen","2026-03-30 17:48:31",0.67,5,"nguyensimon186,thsnnguyn"
662,15454463,zhiran,"2026-04-09 13:54:33",0.67,29,jackgptboy
663,15418977,Kendamarron,"2026-04-04 14:17:17",0.67,2,kazuhirokuriyama
664,15454602,water-vapor,"2026-04-05 05:54:40",0.67,6,watervapor
665,15470362,Albert,"2026-04-05 14:24:43",0.67,6,albertanthony
666,15439655,bgw4399,"2026-04-06 04:23:01",0.67,6,bgw4399
667,15426704,Ko,"2026-04-13 11:19:14",0.67,6,komurase
668,15547388,KATA-DS,"2026-04-06 22:39:55",0.67,6,katads
669,15438281,Herry,"2026-04-04 15:20:22",0.67,2,shouliu
670,15549462,"Amruta Pawar","2026-04-04 14:58:27",0.67,5,amrutampawar
671,15418103,keithtyser,"2026-04-07 06:29:37",0.67,2,keithtyser
672,15496005,"Peter KK","2026-04-11 02:00:43",0.67,6,peterty
673,15435679,"K Onodera","2026-04-07 01:11:24",0.67,8,konodera
674,15477144,"T P","2026-04-09 13:09:59",0.67,18,peyash
675,15563681,lakshitha323,"2026-04-11 10:55:34",0.67,7,lakshitha323
676,15434050,"Ed Yanakov","2026-04-09 12:41:52",0.67,14,"edyanakov,vavalex"
677,15466288,TwangyGarlic449,"2026-04-08 19:25:48",0.67,3,twangygarlic449
678,15542704,MiTAN,"2026-04-12 10:55:21",0.67,7,"andrewstang,michaelaguadze"
679,15453539,"Shawn Westfall","2026-04-09 21:50:16",0.67,3,shawnwestfall
680,15418069,"William Alabi","2026-04-12 16:32:32",0.67,3,williamalabi
681,15452578,"Avi Salmon","2026-04-11 18:05:45",0.67,19,avisalmon
682,15479180,Joker,"2026-04-11 20:08:09",0.67,12,colhomy
683,15484763,namnamna,"2026-04-12 12:50:41",0.67,4,namnamna
684,15438098,zakopuro,"2026-04-01 06:39:49",0.66,8,zakopur0
685,15429053,won_lesson,"2026-03-19 15:39:24",0.66,1,yisberh
686,15440661,"Razi Rachman","2026-03-19 16:48:20",0.66,1,zirach
687,15447293,ltc666,"2026-03-21 02:24:58",0.66,1,ltckill
688,15456566,"Akira Hirohashi","2026-03-21 14:35:03",0.66,1,akirahirohashi
689,15424143,Josh,"2026-03-21 14:51:00",0.66,1,youshaamurhij
690,15420329,Prarit,"2026-03-21 20:26:22",0.66,1,prarit
691,15480261,"Beisenbek Nurassyl [dsmlkz]","2026-03-25 07:44:29",0.66,2,nurikw3
692,15481696,"Nam Đậu Văn","2026-03-28 06:53:52",0.66,8,namuvn
693,15427821,"Pan Ma","2026-04-01 04:07:26",0.66,3,mapmaf
694,15417950,Shoto,"2026-03-31 08:12:13",0.66,5,bloodymonday
695,15480001,RealVisheshBhardawaj,"2026-04-03 07:09:16",0.66,7,realvisheshbhardawaj
696,15429719,pon0matsu,"2026-04-01 06:31:16",0.66,5,drewmatsumoto
697,15490421,Dr_F,"2026-03-29 09:47:21",0.66,1,algebraictopology
698,15446154,codelion,"2026-04-12 00:42:37",0.66,14,codelion
699,15438399,Gerwyn,"2026-03-30 05:13:14",0.66,6,gerwynng
700,15479072,"Chester Grant","2026-04-05 18:04:38",0.66,6,chestergrant
701,15417690,rina,"2026-03-31 11:50:35",0.66,10,rinach
702,15467936,Nvv2812,"2026-03-31 02:55:00",0.66,5,nvv2812
703,15454903,tekitoh,"2026-04-06 15:23:19",0.66,14,tekitoh
704,15417379,Starry,"2026-03-31 18:11:03",0.66,3,shtljw
705,15431768,Baiph,"2026-04-06 15:36:41",0.66,4,pingfan
706,15507689,zxc123cc,"2026-04-08 07:03:09",0.66,4,zxc123cc
707,15418485,soumya,"2026-04-12 14:25:43",0.66,9,soumya5891
708,15499207,jukichi,"2026-04-07 14:21:20",0.66,6,jukichiota
709,15553299,contemplator,"2026-04-04 11:03:26",0.66,2,normabox
710,15463270,FYRIAN_MIGU,"2026-04-13 09:37:34",0.66,13,fyrianmigu
711,15429334,fate,"2026-04-05 10:17:40",0.66,5,chihantsai
712,15488842,Pim,"2026-04-05 14:29:28",0.66,3,monkeyplaying
713,15464020,omkar_pawale,"2026-04-08 08:32:50",0.66,5,omkarpawale
714,15453494,"finding nemo","2026-04-13 10:34:34",0.66,25,trishanthmellimi
715,15487659,"Taha Kaya","2026-04-13 16:40:45",0.66,24,tahakaya1
716,15493538,ChenCYu,"2026-04-08 07:04:13",0.66,1,chencyu
717,15478661,"Andrei Ionita","2026-04-09 09:57:30",0.66,17,andreidanionita
718,15578525,TestLoc,"2026-04-12 22:45:39",0.66,10,testloc
719,15418891,tkm2261,"2026-04-13 09:26:48",0.66,2,tkm2261
720,15446613,"Corina Kaiser","2026-04-09 21:05:40",0.66,4,corinakaiser
721,15482593,CENTAI,"2026-04-10 03:01:35",0.66,10,"ayushkot99,dasigir1996,gayatrideshmukh,nehahemane,prabhudev2"
722,15440557,"Sergiy Chukh","2026-04-11 15:54:10",0.66,10,sergiychukh
723,15467984,chaoscpp,"2026-04-11 17:47:36",0.66,4,chaoscpp
724,15537745,"Lê Nguyên Khang ","2026-04-12 08:54:16",0.66,2,"jasonnguyen57,lnk135"
725,15434966,"Сидим не рыпаемся","2026-03-19 04:44:35",0.66,1,"bitmann0,nikitabakutov"
726,15433505,Fon1as,"2026-03-19 09:04:46",0.66,1,fon1as
727,15423233,aiax,"2026-03-20 21:31:04",0.66,1,notaiax
728,15416699,"Mirza Milan Farabi","2026-03-20 23:27:59",0.66,1,mirzamilanfarabi
729,15446855,"Anh Nguyen BK","2026-03-21 17:35:14",0.66,1,anhnguyenbk
730,15449138,akino-o,"2026-03-22 16:17:46",0.66,1,akinoo
731,15436023,"Kaan Yorgun","2026-03-23 11:41:21",0.66,1,kaanyorgun
732,15416708,Kelvin,"2026-04-05 08:07:37",0.66,6,xyzdivergence
733,15484512,"Farideh Abdollahi","2026-03-25 15:32:18",0.66,1,faridehabdollahi
734,15478847,"Eissa Ammar","2026-03-27 16:38:23",0.66,10,eissaammar
735,15475313,TWEAK,"2026-03-28 21:00:29",0.66,9,tweakai
736,15419910,TeamS,"2026-04-09 12:26:10",0.66,14,"pflat13,shinjiblphm,tanakatentyo"
737,15483098,灵曜,"2026-03-29 13:37:16",0.66,4,wisley1024
738,15446304,TATEHA,"2026-03-27 06:43:16",0.66,1,tateha
739,15471161,sidd,"2026-04-10 15:20:59",0.66,3,siddanth5
740,15443984,Ova,"2026-03-27 10:48:27",0.66,1,overvalueawareness
741,15497160,WWWWZZ,"2026-03-27 20:06:00",0.66,3,wwwwzz
742,15439468,"Max & Misha","2026-04-02 20:44:02",0.66,4,"burannn,gordeevmax"
743,15504553,TymofiiJ,"2026-03-28 20:15:02",0.66,1,tymofiij
744,15480271,"Mohamed Hashem (GoxD)","2026-03-30 10:37:49",0.66,9,mohamedhashemgoxd
745,15435746,"Offei Bekoe","2026-03-29 07:25:24",0.66,2,offeibekoe
746,15482881,Montaigne,"2026-03-29 11:57:58",0.66,4,"ah7lmuz,redaelm,sxmirt"
747,15420074,"Aikyatan Sinha","2026-03-31 03:39:59",0.66,3,aikyatansinha
748,15500325,"yuu huu","2026-04-13 14:27:55",0.66,7,yu888hu
749,15424747,"Peihao Chen Caesar","2026-04-04 03:48:16",0.66,13,peihaochencaesar
750,15447452,yktori,"2026-04-03 00:09:18",0.66,13,yktori
751,15424535,"son min hyeok","2026-04-05 04:55:59",0.66,11,sonminhyeoks
752,15419040,"Bianco Chiu","2026-04-03 23:40:21",0.66,6,"aurora1412,biancochiu"
753,15434056,jdcl945,"2026-04-02 00:22:48",0.66,4,jdcl945
754,15482479,Samsay24,"2026-04-02 07:45:59",0.66,1,samsay23
755,15431102,ForcewithMe,"2026-04-02 15:50:01",0.66,16,forcewithme
756,15453657,"Deeptanush Kapaka","2026-04-06 18:38:06",0.66,6,deeptanushk
757,15456870,waticson,"2026-04-02 12:39:17",0.66,2,yutodennou
758,15464242,x_sj,"2026-04-03 11:59:15",0.66,10,ybzjdbc
759,15539738,"raed riahi","2026-04-03 10:06:20",0.66,2,raedriahi
760,15522516,usuha,"2026-04-03 04:33:16",0.66,1,shanxuedeng
761,15543801,直言bu,"2026-04-03 07:50:53",0.66,1,bunamese
762,15518330,"wuji zhang","2026-04-13 14:33:11",0.66,32,rickwujizhang
763,15517991,AlexxxSem,"2026-04-10 21:21:59",0.66,25,alexxxsem
764,15429961,"Ankith Savio","2026-04-03 20:59:14",0.66,4,weedoo
765,15448463,"Paul Kamau","2026-04-06 19:30:16",0.66,5,paulnkamau
766,15528095,KAI278,"2026-04-07 07:14:02",0.66,7,kai278
767,15472711,WQing_Z,"2026-04-04 08:47:12",0.66,3,wqingz
768,15532469,"Manasi Pandit","2026-04-04 13:10:40",0.66,1,manasi197
769,15493115,"hh h","2026-04-06 14:28:19",0.66,2,hhhcqy
770,15443859,Light&Thunder,"2026-04-12 07:41:28",0.66,5,yerne39
771,15484798,yansf677,"2026-04-10 07:40:21",0.66,16,yansf677
772,15441035,"Philipp Thoss","2026-04-13 06:33:51",0.66,11,pjt222
773,15474097,Amouri28,"2026-04-11 04:47:55",0.66,3,atsushimouri
774,15416938,NguyenThanhNhan,"2026-04-12 03:24:08",0.66,13,andy2709
775,15559372,"Druzhin Timofei | MSU-BIT","2026-04-13 07:05:13",0.66,6,icetol
776,15416960,Daikon99,"2026-04-12 07:17:18",0.66,4,daikon99
777,15435264,kevpan096,"2026-04-13 16:10:57",0.66,16,kevpan096
778,15495703,oliver,"2026-04-13 17:28:59",0.66,20,oliverlang
779,15429952,liuzhengheng_hh,"2026-03-19 04:29:53",0.66,1,liuzhenghenghh
780,15434622,"Timothy Patter","2026-03-30 02:31:30",0.66,8,timothypatter
781,15420043,HanJunseo,"2026-03-19 07:40:30",0.66,1,hanjunseo
782,15441141,marzen,"2026-03-19 20:48:09",0.66,1,lmnggia
783,15430044,Kara_0101,"2026-03-20 14:28:23",0.66,1,kakaroto0101
784,15437039,Genos,"2026-03-20 23:24:22",0.66,1,vaishvik25
785,15426035,lyx0217,"2026-03-21 14:52:22",0.66,1,bojackkk
786,15456076,Wonokromo,"2026-03-21 20:33:09",0.66,1,istribaik
787,15441000,"Mehmet Koseoglu","2026-04-09 08:34:42",0.66,2,mkoseoglu
788,15419421,amabito,"2026-03-22 05:21:34",0.66,1,keitaamo
789,15452297,"Daniel C. Chan","2026-03-22 23:03:20",0.66,1,danielcchan
790,15428982,小陈同学,"2026-04-13 03:11:28",0.66,8,czastu
791,15466754,burgundy,"2026-04-01 12:16:48",0.66,2,burgundy
792,15435912,"Suresh Poonepalle","2026-03-23 13:20:54",0.66,1,spoonepa
793,15470300,"Anidipta Pal","2026-03-23 14:28:49",0.66,1,anidiptapal
794,15470465,"Raja Sudhan M","2026-03-25 14:03:39",0.66,1,"agamjain1,srinath2648,untamable"
795,15475706,"Serhii Hrynko","2026-03-25 21:37:28",0.66,1,elvenmonk
796,15416793,"ISAKA Tsuyoshi","2026-04-02 19:18:19",0.66,8,isakatsuyoshi
797,15437067,ponsyuyuki,"2026-04-07 03:14:02",0.66,6,ponsyuyuki
798,15447760,Marquis03,"2026-03-26 18:26:56",0.66,1,marquis03
799,15443275,"Varish Gautam","2026-03-27 09:46:51",0.66,1,gautamvari
800,15493529,"Syan Wang (TheSorry404)","2026-03-27 10:57:45",0.66,4,syanwang
801,15476621,"Dingrong Xue","2026-03-28 10:33:08",0.66,1,dylanxue04
802,15502162,TomJerrys,"2026-03-29 10:14:26",0.66,3,tomjerrys
803,15417780,"Whyme Labs","2026-04-13 06:07:27",0.66,7,whymelabs
804,15450959,"Devanshu Ramaiya","2026-03-29 14:02:07",0.66,7,devanshu125
805,15419710,D.Minami802,"2026-04-13 13:08:52",0.66,8,daikiminami802
806,15488465,Kujaomega,"2026-03-29 23:13:28",0.66,1,kujaomega
807,15459843,pibo174,"2026-04-03 06:55:37",0.66,2,pibo174
808,15496840,"Jelle Leenaert","2026-03-30 20:15:57",0.66,12,jelleleenaert
809,15420294,"Kirill Krasikov","2026-03-31 07:10:38",0.66,3,kkrasikov
810,15441996,Fallout,"2026-03-31 11:15:44",0.66,2,nafizniloy
811,15507411,Oleksandr_Savsunenko,"2026-04-05 13:49:08",0.66,19,crazyleg11
812,15426807,zxfeng,"2026-04-03 03:35:43",0.66,6,waterfeng
813,15428899,"Zixuan Qiu","2026-04-01 15:52:40",0.66,14,"alexqzx,cabbageb,renlililoli"
814,15419108,fahaciki,"2026-04-01 13:23:58",0.66,1,timekeeperru
815,15505011,"Arun #2","2026-04-02 22:29:45",0.66,2,arunvkumar7
816,15527264,TboneBrown,"2026-04-02 23:45:23",0.66,1,tbonebrown
817,15426497,Nakanishi,"2026-04-03 06:11:05",0.66,1,naka84
818,15506524,"Dhruv Bansal","2026-04-03 08:16:18",0.66,2,dhruvb2028
819,15525831,solveit,"2026-04-10 16:04:16",0.66,5,"akashvarma1903,userbitco"
820,15427623,DePie,"2026-04-03 10:00:40",0.66,1,phucthaiv02
821,15421914,N.Yokota,"2026-04-08 05:57:07",0.66,2,hiko2msp
822,15511877,"Arjun Saxena","2026-04-04 12:10:00",0.66,4,arjunsaxaena
823,15498726,K-dawgs,"2026-04-09 17:34:15",0.66,33,kdawgz
824,15475028,"Alejandro L Figueroa ","2026-04-10 03:18:11",0.66,29,alejandrolfigueroa
825,15511081,GNR_network,"2026-04-05 22:42:52",0.66,5,gnrnetwork
826,15510410,"Stanley Mei","2026-04-08 05:40:44",0.66,7,stanleynoaim
827,15427184,YinH21,"2026-04-05 13:58:30",0.66,3,yinh21
828,15429461,lkevincc,"2026-04-05 20:27:38",0.66,1,jjsdfd22
829,15553814,"Harshit Kumar","2026-04-06 03:09:25",0.66,3,harshitkmr
830,15445729,eikichi,"2026-04-07 03:17:16",0.66,7,ekichi
831,15495482,"Double X","2026-04-07 11:39:50",0.66,5,"joogglej,kellyc2026"
832,15481520,qiuyiran,"2026-04-12 19:38:05",0.66,8,jimeiqiuyiran
833,15438901,"Jay Prajapati","2026-04-11 19:52:40",0.66,8,coderjay
834,15443102,"Muneeb Hashmi","2026-04-13 07:17:50",0.66,5,muneebhashmi
835,15441088,"Adithya Hegde Kota","2026-04-13 08:16:15",0.66,6,"adithyahegdekota,vikas106"
836,15432216,Dennis,"2026-04-08 09:23:02",0.65,10,dennisfong
837,15424610,"Antony Joseph9848","2026-03-19 04:20:08",0.65,1,"antonyjoseph9848,hybiridtux123"
838,15437299,"Fangchen Li","2026-03-19 04:22:24",0.65,1,virosali
839,15425118,"Henry Michaelson","2026-03-19 13:12:42",0.65,1,henrymichaelson
840,15418454,Shiner,"2026-03-19 13:17:17",0.65,1,judith007
841,15438188,Gregfu,"2026-04-06 05:54:42",0.65,2,gregfu
842,15419363,AnpAn_Men,"2026-04-05 13:24:03",0.65,3,anpanmen
843,15452738,"PRASHANT SHUKLA91","2026-03-20 19:55:14",0.65,1,prashantshukla91
844,15441254,Steven_Y,"2026-04-01 05:24:53",0.65,2,yyyu54
845,15456280,deanmiau,"2026-03-21 12:54:50",0.65,1,deanmiau
846,15441653,"HARRABI Raouf","2026-04-02 00:10:47",0.65,22,harrabiraouf
847,15445053,koyama_ryuji,"2026-03-22 07:00:05",0.65,1,koyamaryuji
848,15420685,"Kashyapsinh gohil","2026-03-22 14:10:55",0.65,1,kashyapsinhgohil
849,15430554,"Umer Haddii","2026-03-25 04:48:16",0.65,1,umerhaddii
850,15481086,"Bikash Gyawali","2026-04-05 20:49:26",0.65,5,bikashg
851,15432160,"Makar Baderko","2026-03-25 13:19:46",0.65,1,"ga5534,makarbaderko"
852,15423300,"nothing less than a silver","2026-04-10 04:35:37",0.65,5,vyankteshdwivedi
853,15453762,janeodum,"2026-04-02 13:57:05",0.65,3,janeodum
854,15475936,"Minh Tâm","2026-03-26 16:40:40",0.65,1,minhtam
855,15424455,"YERMES AMINE","2026-03-26 20:59:30",0.65,1,yermes
856,15416943,"Albert Wang","2026-03-27 02:19:17",0.65,1,mianwang1024
857,15486229,"Sunny Zheng","2026-04-01 04:14:47",0.65,5,sunnylzheng
858,15503262,"Quinten Vermeulen","2026-03-30 15:34:11",0.65,3,quintenvermeulen
859,15441454,"Julian P Adam","2026-04-05 15:20:03",0.65,3,julianpadam
860,15499750,wangchengke123,"2026-03-27 23:10:57",0.65,3,wangchengke123
861,15490831,nfwatt,"2026-03-28 11:38:19",0.65,1,nfwatt
862,15494669,"Jeffrey Pike","2026-04-12 00:01:13",0.65,8,jeffreypikeai
863,15504610,"Yahya Murad","2026-04-10 22:58:00",0.65,5,yahyamurad
864,15464777,"Pradana Yahya","2026-03-29 13:53:35",0.65,5,pradanayahyaabdillah
865,15430333,Kirderf,"2026-03-28 22:46:20",0.65,5,kirderf
866,15466501,"Jensen's Wonderland","2026-04-09 20:15:48",0.65,3,"askdkjanfkqf,milesluxue,ottozwd,willedx"
867,15459624,"Bin lala","2026-03-30 11:02:41",0.65,8,binlala
868,15421979,"Sebastian & Breno","2026-04-11 00:25:04",0.65,7,"brenorb,sebastianmateus"
869,15476145,DeepNori,"2026-04-09 23:24:20",0.65,23,choboda
870,15484242,reyvan14,"2026-03-29 17:50:30",0.65,5,reyvan14
871,15481436,"Jingwei Zhuo","2026-04-06 14:52:25",0.65,12,jingweizhuo
872,15500293,wangguangbo,"2026-03-30 08:04:22",0.65,2,af154899
873,15493338,"60.Đỗ Anh Tuấn","2026-03-31 11:18:30",0.65,1,anhtuan1
874,15492783,"Vincent Micaelli","2026-03-31 14:34:19",0.65,8,vincentmicaelli
875,15417627,"Renjie Qian","2026-04-03 08:49:38",0.65,13,rjqian
876,15527320,"wang wangjunhao junhao","2026-04-01 05:20:24",0.65,1,wangwangjunhaojunhao
877,15529282,takkawa,"2026-04-01 11:49:31",0.65,1,takkawa
878,15531384,Taha_Alshatiri,"2026-04-01 18:23:29",0.65,1,tahaalshatiri
879,15529184,"Ali Afzal","2026-04-03 18:06:06",0.65,5,aliafzal9323
880,15475827,"Ryan Chen","2026-04-07 11:50:35",0.65,6,rc7530
881,15539336,Shin7jp,"2026-04-03 03:10:17",0.65,1,shin7jp
882,15453625,chandu_cpz,"2026-04-13 16:50:23",0.65,3,chanducpz
883,15424491,"Zimu Yang","2026-04-05 01:18:17",0.65,3,zimuyang
884,15425863,"Taras Semenchenko","2026-04-05 15:40:15",0.65,3,taras456
885,15421081,"Harpole Stlouis","2026-04-06 10:57:25",0.65,1,harpolestlouis
886,15434286,"Emanuel Lázaro","2026-04-06 18:44:55",0.65,2,emanuellcs
887,15429718,"Kyle #2","2026-04-13 11:13:34",0.65,21,kylewang12138
888,15553005,Ledbetter404,"2026-04-07 05:48:43",0.65,4,ledbetter404
889,15570941,"Mirza Yasir Abdullah Baig","2026-04-08 10:15:22",0.65,1,mirzayasirabdullah07
890,15503226,Luo,"2026-04-12 04:07:20",0.65,3,chaoqiluo7
891,15473279,"Rho Ackerman","2026-04-11 05:30:11",0.65,6,rho123
892,15529064,"Mari Kitatani","2026-04-09 06:12:15",0.65,1,marikitatani
893,15464681,Zefirrr,"2026-04-11 05:19:51",0.65,9,zefirrrr
894,15577638,HyoaZ,"2026-04-10 10:51:37",0.65,1,hyoazzz
895,15438415,"Divyajot Singh","2026-04-12 12:51:03",0.65,10,divyajot5005
896,15475792,"Nobu Kimura","2026-04-12 05:59:42",0.65,4,keb1175
897,15448657,hiro,"2026-04-11 05:55:52",0.65,2,dsohonosom
898,15433074,Naji,"2026-04-13 11:53:09",0.65,10,najiama
899,15436456,"The Gato","2026-04-12 14:24:01",0.65,11,williamh92
900,15479165,urashima,"2026-04-12 17:39:37",0.65,1,urashima112358
901,15601742,heyuuu,"2026-04-13 01:08:10",0.65,1,heyuuu
902,15579061,"Michael Kong","2026-04-13 05:04:08",0.65,2,michaelkong537
903,15434617,fuytrs,"2026-03-18 19:50:27",0.65,1,fuytrs
904,15429454,Todo_M_Mame,"2026-03-19 01:54:45",0.65,1,titanic12
905,15419641,hz_hk556,"2026-03-19 05:13:01",0.65,1,hzhk556
906,15430478,"Shahnawaz Ahmad","2026-03-19 05:34:00",0.65,1,shahnawazahmad461
907,15416958,Ysrr',"2026-03-19 06:49:00",0.65,1,yashanathaniel
908,15439367,モモンガ,"2026-03-19 10:29:50",0.65,1,momongataisa
909,15417211,"THUNDER THUNDER","2026-03-19 11:40:45",0.65,1,thunderthunder
910,15416920,shion,"2026-04-02 23:06:58",0.65,10,k0tame
911,15429262,Adaluvu,"2026-04-10 04:25:05",0.65,7,adaluvu
912,15437002,"Sinjan Debnath","2026-03-20 03:12:12",0.65,1,sinjadebth
913,15428050,yich,"2026-03-20 05:47:56",0.65,1,yich723
914,15418154,"Rakshith Kumar B","2026-04-03 17:58:12",0.65,4,rakshithkumarb
915,15417356,"Nemotron Knows Bro","2026-03-21 04:36:16",0.65,1,ritwikakancharla
916,15460017,"Felipe Coutinho","2026-03-30 03:17:29",0.65,3,provezano
917,15420662,T.SHIGA,"2026-03-22 07:38:01",0.65,1,takumashiga
918,15440679,"Dmitry Legchikov","2026-03-22 10:14:14",0.65,1,dmitrylegchikov
919,15459839,shouldbeworking,"2026-04-01 00:12:43",0.65,6,shouldbeworking
920,15417352,TuMinhDang,"2026-03-23 06:48:43",0.65,1,darkswordmg
921,15456169,"Andrea De Rosa","2026-03-23 13:40:41",0.65,1,andreaderosa
922,15470316,"Dimitris Leventis","2026-03-23 18:56:49",0.65,1,dimitrislev
923,15435710,Francesco,"2026-04-12 12:55:57",0.65,7,marinuzzi
924,15478298,"Lukas Xu","2026-03-30 06:19:49",0.65,4,xugenpeng
925,15446318,qingYi_cloud,"2026-03-25 10:48:42",0.65,1,"adai111,qingyicloud,zdsxgg"
926,15436768,horsepurve,"2026-03-25 15:26:21",0.65,1,horsepurve
927,15484461,"Nguyễn Minh Chiến","2026-03-28 16:51:45",0.65,6,nmc27705
928,15462237,"Mike Kondrashov","2026-03-26 22:36:47",0.65,1,m1ck0n
929,15425974,"Oliver Su","2026-03-27 00:35:42",0.65,1,oliversu
930,15480361,junseonglee11,"2026-03-27 05:44:11",0.65,1,junseonglee11
931,15425243,"Adam Szałucha","2026-03-27 08:59:41",0.65,1,adamszalucha
932,15480597,"Karim Ardi","2026-03-30 15:53:25",0.65,3,fadomp
933,15500136,aaaaa,"2026-03-28 07:59:56",0.65,3,muroyuu
934,15446687,Ghost@N,"2026-03-27 11:09:22",0.65,1,nishanthkc
935,15434746,xiao-xiao,"2026-03-28 19:58:32",0.65,2,alluxia
936,15496713,"Sabrina sait 16","2026-03-30 11:52:27",0.65,2,sabrinasait16
937,15483031,"Khang Thịnh Lưu","2026-04-06 13:04:56",0.65,21,"gangstat,khangthnhlu,storm2501"
938,15469043,"Rahul Jiwane","2026-03-30 10:17:11",0.65,1,rahuljiwane
939,15437166,windrise,"2026-04-10 01:36:10",0.65,11,windrise
940,15517046,liuhuanbin,"2026-04-01 16:15:18",0.65,3,liuhuanbin
941,15456545,HayatoFujihara,"2026-03-30 15:51:21",0.65,3,hayatofujihara
942,15476704,"Priyan Chandrapala","2026-04-10 03:47:14",0.65,7,occultainsights
943,15428922,"SHUBHOJIT NASKAR","2026-04-05 20:39:31",0.65,5,shubhojitnaskar
944,15442916,Yehoshua,"2026-03-31 22:30:06",0.65,4,aaaml007
945,15419308,Faraz92,"2026-04-01 05:33:57",0.65,6,fafa92
946,15421550,mktetts,"2026-04-01 09:35:44",0.65,1,mktetts
947,15510395,daociyiyou0,"2026-04-03 07:18:49",0.65,14,daociyiyou0
948,15491982,fenger001,"2026-04-07 12:34:55",0.65,5,fenger001
949,15475416,Adam,"2026-04-01 18:35:02",0.65,3,potonglantie93
950,15446594,M0nst1r,"2026-04-02 02:56:24",0.65,3,m0nst1r
951,15532187,我是刘大聪,"2026-04-07 20:04:30",0.65,7,smartorz
952,15550929,DMR-478,"2026-04-04 00:10:00",0.65,1,rakbidb
953,15551068,"Marcus Henriksboe","2026-04-04 02:40:51",0.65,1,marcushenriksboe
954,15451392,"Tước Nguyễn","2026-04-09 05:29:34",0.65,2,nguyentuoc
955,15448017,Anishpatill,"2026-04-06 15:55:24",0.65,6,anishpatill
956,15425907,"Muhammad Riyaj","2026-04-06 20:39:34",0.65,1,riyajm
957,15455361,嵇禄lugent,"2026-04-13 03:02:11",0.65,19,"ahmmmmmm7,lugent,yiyu0716"
958,15445430,"Edifon Jimmy","2026-04-08 08:21:34",0.65,2,edifonjimmy
959,15429590,takayatbs,"2026-04-13 13:05:20",0.65,15,takayatbs
960,15445890,"Vu Pham","2026-04-11 09:36:55",0.65,3,phonui
961,15417047,kaerururu,"2026-04-13 16:49:20",0.65,35,kaerunantoka
962,15570511,wjfwjf,"2026-04-09 12:08:29",0.65,1,iwillfindthatgirl
963,15421955,hlbathien,"2026-04-12 02:37:40",0.65,8,hlbathien
964,15500422,"Yassine Alouini","2026-04-12 05:13:12",0.65,4,yassinealouini
965,15460845,ZZZZZZZ,"2026-04-12 13:50:24",0.65,6,xinzhang1994
966,15461527,zigiella,"2026-04-12 15:49:16",0.65,5,zigiella
967,15417498,"Claude or Claw","2026-04-04 08:49:37",0.64,3,bibanh
968,15435271,"Feida Wei","2026-03-19 00:26:17",0.64,1,feidawei
969,15416668,hiros,"2026-03-19 00:47:30",0.64,1,hiroshige1
970,15436814,"Muhammad Bilal","2026-03-19 01:48:00",0.64,1,muhammadbilal77511
971,15433539,"Lucien de Rubempre","2026-03-19 03:22:25",0.64,1,lucienderubempre
972,15439674,"Adil Shamim","2026-03-19 08:58:41",0.64,1,adilshamim8
973,15419626,Ken,"2026-03-19 10:55:30",0.64,1,kennakamurajp
974,15435385,MrTrueTeller,"2026-03-19 14:44:49",0.64,1,mrtrueteller
975,15419277,sam,"2026-04-06 06:40:21",0.64,8,samfc10
976,15435586,"Ishraq Tanvir","2026-03-19 20:48:45",0.64,1,ishraqtanvir
977,15443925,"Suat Tuncer","2026-03-20 05:11:28",0.64,1,suattuncer
978,15419395,agenlu,"2026-03-20 11:21:14",0.64,1,agenlu
979,15431916,yuki,"2026-03-20 18:44:30",0.64,1,kazukitejima
980,15428467,"Vaibhav Sharma","2026-03-30 08:21:49",0.64,2,vaibhavsharma3012
981,15455143,"Will #2","2026-03-21 06:46:32",0.64,1,liondude
982,15451427,"Gorilla Wakayama","2026-03-21 08:20:29",0.64,1,gorillawakayama
983,15419344,nyanracingcat,"2026-03-30 18:17:20",0.64,3,earl28
984,15424484,RockingMat,"2026-03-21 16:35:06",0.64,1,rockingmat
985,15424758,Elohabci,"2026-03-21 22:02:33",0.64,1,temizkan
986,15442287,"Anh khoa Trần","2026-04-01 23:59:56",0.64,6,kokatrn
987,15439476,godminhkhoa,"2026-03-22 17:20:19",0.64,1,godminhkhoa
988,15464822,"EL GORRIM MOHAMED","2026-03-23 07:40:07",0.64,1,elgorrimmohamed
989,15440959,oai,"2026-03-23 09:43:30",0.64,1,jackeson
990,15435091,"Jarvis inc","2026-03-23 14:38:46",0.64,1,sairamarajupenmatsa
991,15454398,"Lakshmi S","2026-03-23 15:12:11",0.64,1,lakshmi4296
